zil-additional-service  | 
zil-additional-service  |   .   ____          _            __ _ _
zil-additional-service  |  /\\ / ___'_ __ _ _(_)_ __  __ _ \ \ \ \
zil-additional-service  | ( ( )\___ | '_ | '_| | '_ \/ _` | \ \ \ \
zil-additional-service  |  \\/  ___)| |_)| | | | | || (_| |  ) ) ) )
zil-additional-service  |   '  |____| .__|_| |_|_| |_\__, | / / / /
zil-additional-service  |  =========|_|==============|___/=/_/_/_/
zil-additional-service  | 
zil-additional-service  |  :: Spring Boot ::                (v4.0.6)
zil-additional-service  | 
zil-additional-service  | 2026-05-04T14:40:34.756Z  INFO 1 --- [zil-additional-service] [           main] r.a.ZilAdditionalServiceApplication      : Starting ZilAdditionalServiceApplication v0.0.1-SNAPSHOT using Java 25.0.3 with PID 1 (/app/app.jar started by root in /app)
zil-additional-service  | 2026-05-04T14:40:34.772Z  INFO 1 --- [zil-additional-service] [           main] r.a.ZilAdditionalServiceApplication      : No active profile set, falling back to 1 default profile: "default"
zil-additional-service  | 2026-05-04T14:40:38.842Z  INFO 1 --- [zil-additional-service] [           main] o.s.boot.tomcat.TomcatWebServer          : Tomcat initialized with port 8084 (http)
zil-additional-service  | 2026-05-04T14:40:38.885Z  INFO 1 --- [zil-additional-service] [           main] o.apache.catalina.core.StandardService   : Starting service [Tomcat]
zil-additional-service  | 2026-05-04T14:40:38.889Z  INFO 1 --- [zil-additional-service] [           main] o.apache.catalina.core.StandardEngine    : Starting Servlet engine: [Apache Tomcat/11.0.21]
zil-additional-service  | 2026-05-04T14:40:39.105Z  INFO 1 --- [zil-additional-service] [           main] b.w.c.s.WebApplicationContextInitializer : Root WebApplicationContext: initialization completed in 4150 ms
zil-additional-service  | 2026-05-04T14:40:41.728Z  INFO 1 --- [zil-additional-service] [           main] o.s.b.a.e.web.EndpointLinksResolver      : Exposing 1 endpoint beneath base path '/actuator'
zil-additional-service  | 2026-05-04T14:40:42.037Z  INFO 1 --- [zil-additional-service] [           main] o.s.boot.tomcat.TomcatWebServer          : Tomcat started on port 8084 (http) with context path '/'
zil-additional-service  | 2026-05-04T14:40:42.073Z  INFO 1 --- [zil-additional-service] [           main] r.a.ZilAdditionalServiceApplication      : Started ZilAdditionalServiceApplication in 8.709 seconds (process running for 10.306)
zil-additional-service  | 2026-05-04T14:42:00.287Z  INFO 1 --- [zil-additional-service] [nio-8084-exec-3] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
zil-additional-service  | 2026-05-04T14:42:00.288Z  INFO 1 --- [zil-additional-service] [nio-8084-exec-3] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
zil-additional-service  | 2026-05-04T14:42:00.289Z  INFO 1 --- [zil-additional-service] [nio-8084-exec-3] o.s.web.servlet.DispatcherServlet        : Completed initialization in 1 ms
zil-additional-service  | 2026-05-04T14:42:07.109Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=4 sumNanos=59353 avgNanos=14838
zil-additional-service  | 2026-05-04T14:42:07.116Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=4 sumNanos=7980400255 avgNanos=1995100063
zil-additional-service  | 2026-05-04T14:42:07.117Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.clients count=4 sumNanos=2361346958 avgNanos=590336739
zil-additional-service  | 2026-05-04T14:42:07.117Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=59 sumNanos=39566952235 avgNanos=670626309
zil-additional-service  | 2026-05-04T14:42:07.175Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=72 sumNanos=78911516445 avgNanos=1095993283
zil-additional-service  | 2026-05-04T14:42:07.175Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability_new count=55 sumNanos=108996705692 avgNanos=1981758285
zil-additional-service  | 2026-05-04T14:42:07.176Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.availability.allCitiesAllDates count=55 sumNanos=264123409 avgNanos=4802243
zil-additional-service  | 2026-05-04T14:42:07.180Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.stats count=4 sumNanos=59353 avgNanos=14838
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.stats count=4 sumNanos=7980400255 avgNanos=1995100063
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.clients count=4 sumNanos=2361346958 avgNanos=590336739
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.rents count=59 sumNanos=39566952235 avgNanos=670626309
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=http.main.cars count=72 sumNanos=78911516445 avgNanos=1095993283
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=web.additional.availability_new count=55 sumNanos=108996705692 avgNanos=1981758285
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=30s category=additional.statsComputation.availability.allCitiesAllDates count=55 sumNanos=264123409 avgNanos=4802243
zil-additional-service  | 2026-05-04T14:42:07.181Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.stats count=4 sumNanos=59353 avgNanos=14838
zil-additional-service  | 2026-05-04T14:42:07.182Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.stats count=4 sumNanos=7980400255 avgNanos=1995100063
zil-additional-service  | 2026-05-04T14:42:07.203Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.clients count=4 sumNanos=2361346958 avgNanos=590336739
zil-additional-service  | 2026-05-04T14:42:07.204Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.rents count=59 sumNanos=39566952235 avgNanos=670626309
zil-additional-service  | 2026-05-04T14:42:07.204Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=http.main.cars count=72 sumNanos=78911516445 avgNanos=1095993283
zil-additional-service  | 2026-05-04T14:42:07.205Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=web.additional.availability_new count=55 sumNanos=108996705692 avgNanos=1981758285
zil-additional-service  | 2026-05-04T14:42:07.206Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=1m category=additional.statsComputation.availability.allCitiesAllDates count=55 sumNanos=264123409 avgNanos=4802243
zil-additional-service  | 2026-05-04T14:42:12.210Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=additional.statsComputation.stats count=11 sumNanos=72049 avgNanos=6549
zil-additional-service  | 2026-05-04T14:42:12.210Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.stats count=11 sumNanos=14559133934 avgNanos=1323557630
zil-additional-service  | 2026-05-04T14:42:12.210Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.clients count=11 sumNanos=4212273405 avgNanos=382933945
zil-additional-service  | 2026-05-04T14:42:12.210Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.rents count=216 sumNanos=88858602069 avgNanos=411382416
zil-additional-service  | 2026-05-04T14:42:12.216Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=http.main.cars count=224 sumNanos=117909770122 avgNanos=526382902
zil-additional-service  | 2026-05-04T14:42:12.216Z  INFO 1 --- [zil-additional-service] [   scheduling-1] r.a.observability.ObservabilityService   : LAB9 Observability window=10s category=web.additional.availability_new count=205 sumNanos=195288412718 avgNanos=952626403
